225.875,213.043,52.2359
226.281,213.011,52.5093
334.072,134.387,46.2375
334.208,134.08,45.9904
334.339,133.781,45.7779
334.339,133.781,45.7779
334.466,133.489,45.6413
334.592,133.194,45.6195
334.722,132.88,45.7291
334.86,132.544,45.9514
335.003,132.191,46.2375
334.339,133.781,45.7779
333.944,133.618,45.9685
333.557,133.467,46.1406
333.185,133.336,46.2779
332.828,133.225,46.3686
332.487,133.125,46.4074
332.155,133.024,46.3957
331.826,132.907,46.3417
331.496,132.762,46.2581
331.161,132.584,46.1592
330.818,132.372,46.0582
330.467,132.133,45.9647
330.108,131.875,45.8833
329.739,131.608,45.8136
329.358,131.337,45.7507
328.963,131.066,45.6872
328.554,130.797,45.6155
328.133,130.531,45.5297
327.706,130.269,45.4277
327.283,130.016,45.3117
326.877,129.777,45.187
326.502,129.559,45.061
326.169,129.368,44.9409
325.887,129.21,44.8329
325.655,129.083,44.7406
325.465,128.984,44.6644
325.3,128.905,44.6015
325.139,128.834,44.5457
324.96,128.764,44.4885
324.746,128.686,44.421
324.484,128.596,44.3361
324.17,128.492,44.2305
323.803,128.374,44.1068
323.39,128.243,43.9723
322.939,128.105,43.8377
322.461,127.961,43.7143
321.97,127.819,43.6112
321.476,127.684,43.5331
320.989,127.558,43.4802
320.515,127.447,43.4483
320.059,127.352,43.4314
319.62,127.273,43.4225
319.194,127.209,43.4163
318.776,127.16,43.4087
318.361,127.124,43.3976
317.944,127.101,43.382
317.52,127.09,43.3617
317.089,127.09,43.3368
316.652,127.102,43.3075
316.212,127.126,43.2739
315.775,127.161,43.2366
315.346,127.208,43.1958
314.931,127.266,43.1523
314.532,127.335,43.1063
314.15,127.416,43.0585
313.778,127.509,43.0089
313.404,127.617,42.9581
313.013,127.743,42.9067
312.591,127.887,42.8557
312.131,128.043,42.8052
311.637,128.204,42.7527
311.119,128.357,42.6943
310.59,128.496,42.6275
310.065,128.616,42.556
309.554,128.718,42.4899
309.065,128.806,42.441
308.602,128.884,42.4162
308.167,128.96,42.4132
307.752,129.039,42.4209
307.349,129.128,42.4213
306.948,129.229,42.3945
306.546,129.34,42.3264
306.143,129.464,42.2199
305.747,129.605,42.0978
305.364,129.769,41.9884
304.992,129.954,41.9025
304.625,130.149,41.8274
304.254,130.342,41.7476
303.878,130.526,41.6689
303.501,130.701,41.6052
303.13,130.869,41.531
302.763,131.035,41.3751
302.394,131.212,41.0971
302.032,131.413,40.7521
301.692,131.651,40.4487
301.366,131.944,40.2592
301.012,132.31,40.1866
300.602,132.73,40.1886
300.166,133.153,40.2141
299.764,133.529,40.2325
299.438,133.848,40.2411
299.179,134.15,40.2533
298.948,134.494,40.2872
298.734,134.903,40.3621
298.557,135.353,40.4931
298.421,135.802,40.6807
298.303,136.213,40.9032
298.174,136.568,41.1213
298.012,136.862,41.2954
297.809,137.11,41.404
297.572,137.327,41.4473
297.322,137.532,41.4322
297.076,137.738,41.3589
296.848,137.951,41.224
296.639,138.165,41.038
296.447,138.371,40.8302
296.258,138.552,40.6315
296.049,138.691,40.4526
295.796,138.777,40.2844
295.48,138.809,40.1198
295.099,138.796,39.9678
294.663,138.758,39.8421
294.194,138.71,39.7393
334.072,134.387,46.2375
333.469,134.527,46.4191
332.953,134.688,46.6261
332.561,134.899,46.8487
332.267,135.186,47.0557
332.011,135.542,47.2353
331.723,135.914,47.4013
331.375,136.254,47.5536
330.992,136.566,47.6668
330.612,136.895,47.7352
330.251,137.267,47.7898
329.907,137.661,47.8445
329.574,138.042,47.8543
329.246,138.379,47.7683
328.94,138.642,47.6239
328.682,138.817,47.5379
328.447,138.94,47.5711
328.161,139.084,47.659
327.796,139.29,47.7176
327.39,139.551,47.7352
326.978,139.85,47.7371
326.566,140.169,47.7391
326.146,140.475,47.7566
325.718,140.727,47.8269
325.292,140.895,47.9909
324.861,140.976,48.235
324.414,140.981,48.4635
323.98,140.922,48.5572
323.609,140.809,48.4635
323.308,140.666,48.237
334.072,134.387,46.2375
334.121,134.948,46.3488
334.125,135.408,46.4445
334.037,135.761,46.5285
334.037,135.761,46.5285
333.826,136.074,46.6124
333.505,136.395,46.6983
333.122,136.72,46.794
332.715,137.001,46.917
332.275,137.199,47.0557
331.775,137.316,47.165
331.216,137.393,47.2197
330.627,137.463,47.2372
334.037,135.761,46.5285
334.226,135.846,46.8117
334.455,135.96,47.0992
334.746,136.12,47.3723
335.085,136.328,47.6071
335.44,136.574,47.8054
335.776,136.841,47.9896
336.083,137.117,48.1722
336.375,137.395,48.344
336.677,137.67,48.4891
337.013,137.92,48.5866
337.38,138.117,48.5938
337.744,138.284,48.4689
338.055,138.506,48.2352
338.284,138.852,47.9929
338.434,139.306,47.8465
338.531,139.798,47.8465
338.599,140.262,47.9949
338.647,140.68,48.2545
338.657,141.074,48.5552
338.604,141.476,48.8306
