125.820000,74.385002,80.000000
125.819145,74.205002,80.004395
125.817345,74.025002,80.013268
125.812836,73.845001,80.035591
125.801178,73.665001,80.093849
125.770752,73.485001,80.246414
125.691101,73.305008,80.145821
125.662506,73.125008,80.191338
125.656288,72.945007,80.428375
125.666245,72.764999,80.593979
125.702377,72.584999,80.853851
125.620895,72.405006,80.967957
125.520332,72.225006,81.050385
125.480118,72.045006,81.183441
125.460014,71.865005,81.500000
181.620026,59.625000,80.000000
181.688690,59.787563,80.309227
181.826004,59.932587,80.427498
181.989166,60.025127,80.473198
182.161163,60.157803,80.492180
182.333740,60.283398,80.503540
182.499420,60.347603,80.518616
182.643997,60.414635,80.552307
182.732330,60.551514,80.638184
182.672974,60.715069,80.861992
182.586761,60.888809,80.947525
182.567490,61.066418,80.980377
182.595840,61.245472,80.993477
182.700027,61.425003,81.000000
131.940018,79.965004,80.000000
131.880280,79.785004,80.000221
131.760880,79.605019,80.000854
131.642395,79.425079,80.002670
131.586258,79.245316,80.007507
131.536255,79.065964,80.020096
131.442230,78.887711,80.052864
131.390121,78.712234,80.138382
131.327896,78.544037,80.362030
131.193436,78.394821,80.447426
131.032364,78.295334,80.480011
130.863724,78.146080,80.492432
130.698944,77.977798,80.497192
130.553406,77.802277,80.499161
130.461670,77.623970,80.500458
130.331985,77.444611,80.502518
130.214600,77.264862,80.507484
130.171982,77.084946,80.520264
130.161301,76.904984,80.553535
130.171768,76.724998,80.640419
130.213806,76.545006,80.867722
130.149506,76.365005,80.962708
130.094589,76.184998,81.020332
129.994217,76.005005,81.098221
129.928055,75.825005,81.274292
129.829971,75.645004,81.224564
129.781830,75.465004,81.399277
129.735489,75.285004,81.473114
129.644547,75.105003,81.519928
129.597977,74.925003,81.586578
129.549225,74.745003,81.739746
129.449463,74.565025,81.632614
129.378906,74.385109,81.658066
129.266953,74.205399,81.841606
129.181656,74.026276,81.866821
129.037811,73.848679,81.758995
128.871597,73.675018,81.910362
128.696838,73.511581,81.972313
128.518829,73.374832,82.006714
128.339569,73.307938,82.047791
128.159851,73.243965,82.136459
127.979950,73.118896,82.361305
127.799988,72.987686,82.447151
127.620003,72.899139,82.479858
127.440010,72.764732,82.492157
127.260010,72.630104,82.496307
127.080009,72.540642,82.496429
126.900009,72.406906,82.492661
126.720009,72.275177,82.481277
126.540016,72.193832,82.450806
126.360016,72.081635,82.370575
126.180016,72.006439,82.160141
126.000008,71.893036,82.108978
125.820007,71.807953,82.166054
125.640007,71.845970,81.888733
125.460014,71.865005,81.500000
131.940018,79.965004,80.000000
132.120010,80.084038,80.045280
132.300018,80.141922,80.135544
132.480011,80.196648,80.361023
132.660019,80.123138,80.447273
132.840012,80.028030,80.480728
133.020020,79.996292,80.495041
133.200027,79.996178,80.504623
133.380020,80.027496,80.519020
133.560028,80.121429,80.552467
133.740021,80.191841,80.638237
133.920013,80.309128,80.861977
134.100021,80.410522,80.947418
134.280014,80.417419,80.980049
134.460022,80.516701,80.992661
134.640015,80.627586,80.998001
134.820007,80.680893,81.001595
135.000015,80.729843,81.007095
135.180023,80.823349,81.019951
135.360031,80.874947,81.052811
135.540024,80.936409,81.138367
135.720016,80.889359,81.362030
135.900024,80.866951,81.447426
136.080017,80.846863,81.480011
136.260025,80.809021,81.492470
136.440018,80.895477,81.497375
136.620010,81.012505,81.499786
136.800018,81.096909,81.502266
136.980011,81.232948,81.507355
137.160019,81.376694,81.520050
137.340012,81.492004,81.552856
137.520020,81.514381,81.638374
137.700027,81.466339,81.862030
137.880020,81.479881,81.947426
138.060028,81.568512,81.980011
138.240021,81.640808,81.992424
138.420013,81.769028,81.997139
138.600021,81.901299,81.998932
138.780014,81.989807,81.999649
138.960022,82.122993,82.000092
139.140015,82.253952,82.000809
139.320007,82.333527,82.002647
139.500015,82.441292,82.007492
139.680023,82.505096,82.020096
139.860031,82.588959,82.052864
140.040024,82.596939,82.138382
140.220016,82.537155,82.362030
140.400024,82.529808,82.447426
140.580017,82.567474,82.480011
140.760025,82.687729,82.492432
140.940018,82.830757,82.497177
141.120026,82.959503,82.499107
141.300018,83.022652,82.500221
141.480011,83.083359,82.501663
141.660019,83.202362,82.504829
141.840027,83.318764,82.512817
142.020035,83.368988,82.533623
142.200027,83.403267,82.588181
142.380020,83.455841,82.731148
142.560028,83.579262,82.605499
142.740021,83.716988,82.585449
142.920029,83.826759,82.650787
143.100021,83.838364,82.866745
143.280014,83.943413,82.949265
143.460022,84.066895,82.980911
143.640015,84.152191,82.993530
143.820023,84.284447,82.999901
144.000015,84.415833,83.006462
144.180023,84.497742,83.019714
144.360031,84.612213,83.052727
144.540024,84.693954,83.138336
144.720032,84.644875,83.362015
144.900024,84.595955,83.447418
145.080017,84.678291,83.480011
145.260025,84.794106,83.492470
